opinion_name,reference_name,opinion_id,reference_id
Test_93,"Introduction, Proposals for a Model Rule on the Admissibility of Scientific Evidence",000_1,274748752676654008930987434994998732679490793782042751748007170133385012895365967748461984034392645761668921414455627496884184959570296074449396649223180187922573007635609914244219450574586809647474861248121914623795816057117464351608844870978
Test_93,"The Admissibility of Novel Scientific Evidence: Frye v. United States, a HalfCentury Later",000_1,77305572523330454484876358339144481014259385635921073364062203364002250733700777251418566347657919418496740166755144849773328015627328767169362973154743974225456139455402214537119610871491987169268075556406365911863932845214157008852969752426709616756353351
Test_93,A Unified Theory of Scientific Evidence,000_1,27248467834214307510046810007595917950931165599193279594341690722435455973067231576466270876712518985826833910119923072461890
Test_93,"The Federal Rules of Evidence After Sixteen Years — The Effect of ""Plain Meaning"" Jurisprudence, th",000_1,1426307126903942600893127354969124894744047501451683593748747430648371534377071798307946059510947509191240288433278200022755282344175625383684729996634034408076938845938686538163613970546565912845434683740385866899908020767174952900671541964430495262301688318281042025521571138
Test_93,Expert Witnesses and Sufficiency of Evidence in Toxic Substances Litigation: The Legacy of Agent Or,000_1,85014529639717495776921251877931950090175365040121806176480994759587738229038229005119823558523074201956842899318139231757800476103278804974853028805724587569165876484019072242939062687547603699760270160979656973706450931725756765731301025774183442960895260036465783367
Test_93,How Good Is Peer Review?,000_1,5248361337294984342947118172404233343916629412452821587810317023648884850334573405110101330
Test_93,The Philosophical Basis of Peer Review and the Suppression of Innovation,000_1,13541027524043227553445015366185228871449965717282749540984088931980915050196325260122155949209018970977921850612478510774605719980119179894529704129787841193133388882939392152773854868227952078780803350533402440
Test_93,Police Detention and Arrest Privileges — England,000_1,141374766723539253716991016122231161830346428891840138749927731683109541471549168558714142276164564610301572774376693111756139839017772278901414203291048110423
Test_93,The Uniform Arrest Act,000_1,80030400145943405563959168677683920256526337307542520557581898793045018067981888020823
Test_93,"Dragons, Bacon Strips, and Dumbbells — Who's Afraid of Reapportionment?",000_1,13542306720453306184356896349121104043519338498227525088759431602142770749931521698992018737631509042911423976053155631557985377793219018815067932818525828377425057522345339594099817902152030360768143891412248915
Test_93,Defining and Proving Race Discrimination: Perspectives on the Purpose Vs. Results Approach from the,000_1,365169111554401841681304813624472178130338360318962666199372837003394683666295988148318482496906951266971627501218421659759165732155501646347754504977780461193271135669616313162125537868354950321754351309713923355420454005061362180109421245148962776919824484302220200851535129666
Test_93,Developing Federal Labor Law of Welfare and Pension Plans,000_1,607200224502919898315345688090282113996198199556443731070222908302012695677761995056327664685964956264936137142050481459847486838749414225626595685130677975018738380615
Test_93,Employee Benefit Trusts under Section 302 of Labor Management Relations Act,000_1,13547433539006642033125977133794248900020116772079678550276734265247976274943981933992771518589582888473439778597998268455415561020975479139493127968142951071576861001342263641885506255121318356304417087593738055
Test_93,Section 1500 of the Judicial Code and Duplicate Suits Against the Government and Its Agents,000_1,77356836161344524693003008433076236068051555068140724258643510651837345919040654874909390094855186334542401625308049579228513101131813598420354669074671422283111672376349422978121724920383252049348675258074653172699043722888910376154951122382109215434498899
Test_93,Section 1500 of the Judicial Code and Duplicate Suits Against the Government and Its Agents,000_1,77356836161344524693003008433076236068051555068140724258643510651837345919040654874909390094855186334542401625308049579228513101131813598420354669074671422283111672376349422978121724920383252049348675258074653172699043722888910376154951122382109215434498899
Test_93,Punitive Damages and the Rule of Law: The Role of Defendant's Wealth,000_1,12317828759274930637649293232718281782186908989064893432360274597226696145164196541177191629913577907720754890853980725490931657222556464327467906300577522310210068510881812746618950687721521411154497
Test_93,Problems in Assessing Punitive Damages Against Manufacturers of Defective Products,000_1,3812181942534869310711437954776625634273734220011156580995096776304925433198744944266460753326087672093098680481595929834139334685427221052782073427113727381962595818640637644896609887019639831962447022551633998781334308616015
Test_93,Fairness and Efficiency in the Law of Punitive Damages,000_1,36198831894502039628946236818444604225413759473267341959550866192493325004805832133714586065962428777300393368028749726418047582369714589998170715616969533189189
Test_93,The Asbestos Litigation Crisis,000_1,96750996270100744084697882967410915507312867648745054193416260093639887096893680742254509875903621572873253442
Test_93,"Interpretive Rules, Policy Statements, Guidances, Manuals, and the Like — Should Federal Agencies U",000_1,365169246797801810408961379588637522270321429108018933325108573898133157643598550839648766022946898228104206756333961944363322993995275842513778120725781394082820384947769446216581316780941363913416081861649997161679244648121553095484465578999411320348118505213046901864865754689
Test_93,Vacating Patent Invalidity Judgments Upon an Appellate Determination of Noninfringement,000_1,63951759046955126465763134038366548454052308615595122675556889636208956551564562016866197069294098365460420167851558892145256859539260682970510572620227064993798649497495727082341967409412661445167791133879656445049974375607722534226
Test_93,"Morton, The Dual Loser Patentee: Frustrating BlonderTongue",000_1,39801051321954445269649330457101595348015518368602252892226767779123092426094498194013176042334157141214614602726247784345105896346465063487389456488955806701090109741557079
Test_93,A Modest Proposal to Save the Double Jeopardy Clause,000_1,141388331654218375377479312579588866580558676707952248156554852693063751041723989805120602259267061972399225248060894725122242750153627832619462687294850295892
Test_93,Double Jeopardy Protection against Successive Prosecutions in Complex Criminal Cases: A Model,000_1,77320264281040631983686299531887412149463993680799700363603798918294195698674644641350505611460826557163217936265231566506260768937425550511281177328231422202095520848995235576852469760604669523810208528701342928087093734519324613991408485584435345689505616
Test_93,Contempt Finding as Precluding Substantive Criminal Charges Relating to Same Transaction,000_1,70329012670790546646373279560382033137491164464673366213093286964002341807718740751411101666655523110077832457142507693541221019962935854548595726517473421358805729539743086674422791196611932507724839888005356956529454106843544859895605488806234
Test_93,The RICO Civil Fraud Action in Context: Reflections on Bennett v. Berg,000_1,3153362994389584130885552635429164343818413226050301008255043998024885730088826074478812195011327721508316873548641959278227883184024141167309169758073585343117204397051082692676652302920721743594220610
Test_93,Beguiled: Free Exercise Exemptions and the Siren Song of Liberalism,000_1,48111938328266413102380015695133206172312791847323237752802046054602909311858192624416314459152591216234556688510544846335628936984785041772199540176938922964422692777236734820229797143786167562818
Test_93,A Constitutional Right of Religious Exemption: An Historical Perspective,000_1,3467160563142759789890402959326427033665245793790839097676051143312649442604665871144461170970890974710336033256222452564797259131367847151994955460741807840611927589569095226468321914829472325906416067246149165384
Test_93,Religious Liberty and the Call of Conscience,000_1,7665403655904524480809568792065260379790102404717836767393685867782614792505218233173991323347937571168195965391920581156401242798183052612
Test_93,An Economic Approach to Issues of Religious Freedom,000_1,9265147009190358755619368586926944835406121054358336740644348121084143455611114134657407680809104816446286082168540774469101498593523549070442412307195544526349133
Test_93,Legislative and Administrative Motivation in Constitutional Law,000_1,2608154369034133436405157754046238162582565864320660832805717794292003180092875146521000152799398993365572997937619155346007394378592755117805188148898201907439042544908147190853
Test_93,Regulation of Reinsurance in the United States,000_1,502407342025280935962713117879323002735952522280585531629055086341423596794575678676604122081192792142109414750948559375218771222580316165272903
Test_93,Refusals to Deal under the Federal Antitrust Laws,000_1,8430585467156126563573184630066547762179668165754813257113405111295811438249193664174792786509058434071559848842374269000762618977516196866793023889730
Test_93,"Smurfs, Money Laundering, and the Federal Criminal Law: The Crime of Structuring Transactions",000_1,19801487841215803405375235799585083938765154381095784581851504606280350975615934211996290127278273041073007528668974461931779368493805818455664775165656830872346783903123730573548456661949199142359090170913101195915875217350037322501750559804451899589880735063
Test_93,"Note, The Public Sector Compensatory Time Exception to the Fair Labor Standards Act: Trying to Compensate",000_1,102766514609836258257104822625422042122307077467120668247567520832762695377406122073674442957938517502970086581062383239987264808813215482782689233061073853518790682961119301342248095159034865472640895261110441367334728726541612960367246823894082686374439206744606470585146157070545372170907502
Test_93,Accommodation of Religion,000_1,22532996353129099573885527695219286692936258741255872443895377501871869048058221927734184384840033101
Test_93,Judicial Tenure in the American Constitution: English and American Precedents,000_1,58207846603819475789969203694511293492404143347219918317678137920398453731291872743863725820961579591778479241257224047094314020834385056670053528990079121997910814904486733346527907980185537272404603579416976520320870746
Test_93,Prospective Rulings: Two Perspectives,000_1,6971641429746121263876503273857174981217772747661338016860461787947711645052681624950086229718436704699305636317303309039330131
Test_93,"The Supreme Court, 1986 Term",000_1,378112618775408869045492599729756827550584780048869095367253711696118796583496697340221473857811365240991566
Test_93,Life Insurance Fact Book Update,000_1,2608649029837079629722285654142617747026166320786911168421906630166050747907011473011315054385709371745230496679344787137563424265840826578520412894003901402951055073051857994016
Test_93,Letter to  the Chairman of the Senate Committee on Indian Affairs,000_1,63945481409429207757297032714768392514330156603089733979317250367780554394379253053885533138506519290914896344578645695925000377149460531646920894651765171221293228785943175934593751218691861990845283998792001007909113711110527412552
Test_93,Letter to  the Chairman of the House Committee on Indian Affairs,000_1,249787036755582842801941503962920506991004409482299784722780768541914224477453453124200225266357326378732248578943239608683936505094129288535764719526699523487143404046905392198224821158161745706066754628653422854670586892040563016
Test_93,Hialeah City Council Meeting,000_1,502262951875753889516085298827433101133844771967351404275124083655545525435476184679154358600886475946949102761459365739869594453343508933603182
Test_93,Letter to  the Chairman of the Senate Committee on Indian Affairs,000_1,63945481409429207757297032714768392514330156603089733979317250367780554394379253053885533138506519290914896344578645695925000377149460531646920894651765171221293228785943175934593751218691861990845283998792001007909113711110527412552
Test_93,Letter to  the Chairman of the House Committee on Indian Affairs,000_1,249787036755582842801941503962920506991004409482299784722780768541914224477453453124200225266357326378732248578943239608683936505094129288535764719526699523487143404046905392198224821158161745706066754628653422854670586892040563016
Test_93,Hialeah City Council Meeting,000_1,502262951875753889516085298827433101133844771967351404275124083655545525435476184679154358600886475946949102761459365739869594453343508933603182
Glossip v. Gross,The Death Penalty in America: Current Controversies,00001_1,9271297867893835800532781154107851177201309395986553051004013370041975322776517794400417638525276913542447915115322363990015372197227143691853976812136261467729774
Glossip v. Gross,Does Capital Punishment Have a Deterrent Effect? New Evidence from Postmoratorium Panel Data,00001_3,1297337436961551822079242094388506306973534572437927171018743848571720123455684036158035432343673228553389237773318713331262977455880552088407625327193799126370875379928528140969570584563559096442078985235933395535513638710704998194928701887676353663687125443962180
Glossip v. Gross,"State Executions, Deterrence, and the Incidence of Murder",00001_3,2608887631078206174124735849541267293277010317446278822837611857470244510344572867284741536752011579763316886568674264077603125222353232828824429366149120184941447422957260204378
Glossip v. Gross,The Electric Chair: An Unnatural American History,00001_4,2159051423914457963665276790876712512370232191655890006823388179989140020565307129066762893472454783122717559156740093696844699798624593434788243993358914
Glossip v. Gross,The Death Penalty,00001_4,72787116126316992814754847493808983818409851707407307248546517498148577602
Glossip v. Gross,"Midazolam: Pharmacology and Uses, 62 Anesthesiology",00001_4,2158232277094855047272530561068516582318557620353242370719423670577250016552212359588629361963322346238505786380689505703860447633992349734305990180234578
Glossip v. Gross,App. A,00001_4,60219531585622094081623154205934806911992978105680
Glossip v. Gross,The Death Penalty,00001_4,48116357566330806500579174936348480353323022436442869322356709086188879816046259341505124874292616605133038780036851385860556970713561009071950416874011886001130369532794470360876574535620843631701
Glossip v. Gross,Enhancement of GABAergic Activity: Neuropharmacological Effects of Benzodiazepines and Therapeutic ,00001_4,21761591164900654223897144298248361944801614888653318899947577412628916083304461289699235299287948049207580486238866890090345500244363535067205895754335507422666297416678015759625478638179285066836444308060118182901162371071137940728834209920375683786772748723247689463119
Glossip v. Gross,Midazolam: Pharmacology and Uses,00001_4,378040946943659180068205255587276145357777698292823925561134517701829942735236246066419621635605645378348370
Glossip v. Gross,A Bill for Proportioning Crimes and Punishments,00001_5,2159049819335703096889904200956487190455707880001517487954774595538510526578028008036119250285624638830667843476648311939823773855519191861144611512018250
Glossip v. Gross,Convicting the Innocent: Where Criminal Prosecutions Go Wrong,00001_5,170927495971351272174553955010922153348525266649251995509696057559282045851595599764029297252456034728857563582343266402422241020718245446252071565642038501358702366860279651459293511
Glossip v. Gross,Report and Recommendations on the Administration of the Death Penalty in California,00001_5,16382463148839057300294686598043368112115521709744085899672974044675975106105887627177926113378347007189569445246410928163752622389488098318522456630471832608091868846713403016093171498273169481039506189675709819761511048482459212805450
Glossip v. Gross,Report of the Council to the Membership on the Matter of the Death Penalty,00001_5,807794339385669414943462114146558010491201284290272556895838590309387948276247587040607016277748938624326948574800632268703904126240118861947970277907910394675733988260371026120973420743862960514879016001
Glossip v. Gross,A Wild Justice: The Death and Resurrection of Capital Punishment in America,00001_5,887674624718121161992584949532094382447853800308960695473622594486392018209838672108953481843061372613848046160052193302516602844243460143439151809532564873178316813088457060126846707020472446153945778672902951821645
Glossip v. Gross,The Death Penalty in 2014: Year End Report,00001_5,1785243246377094434171980910979041165634989505302240892255887354429386765269933422933245048223154476457849471742773569426138157124
Glossip v. Gross,A Bill for Proportioning Crimes and Punishments,00001_5,2159049819335703096889904200956487190455707880001517487954774595538510526578028008036119250285624638830667843476648311939823773855519191861144611512018250
Glossip v. Gross,A Living Death: Life Without Parole for Nonviolent Offenses,00001_5,155487136054701437043199332101565329862371513476766356796826648522132118060724123351725894964221271011511674043256840948049938265860691691094585079800340776586956669469505
Glossip v. Gross,Mercy on Trial: What It Means To Stop an Execution,00001_5,8430569748712036599916421875710327022643834224601047528226224460347527166467393016330550582658341555564967292913224432326476120364515313150127512904019
Glossip v. Gross,Deterrence and the Death Penalty,00001_5,24768181330806820026596412233171107396738743675199671285038036904945618327083925296991871725177567783253397827395
Glossip v. Gross,An Expendable Man,00001_5,1110748563730831651412834702708024179265929225206980598415314531935301
Glossip v. Gross,White Lies,00001_5,1010031752220051028621390690879057770668180118692339016004
Glossip v. Gross,Report to the Senate and House Committees on the Judiciary: Death Penalty Sentencing,00001_5,975733864183915352499310212532776623050880532429445140422753424096238619930556586387432132259427924221271163568895396591475443970698505400188907624580130365592030786809226879630977372759643531987009162217569328141911653167874375
Glossip v. Gross,"Guardian, May",00001_5,16945464159355080278854789312923560104325416654984750111893055555
Glossip v. Gross,"Rate of False Conviction of Criminal Defendants Who Are Sentenced to Death, 111 Proceeding of the N",00001_5,85030398892333596235684800908379518352890344050388278168800237679216402925184812921748416397201450114540850027906525635713300947628076171127621768275426292040310805725606276746917336388865823028167264890179739802955250716028737291366273371050935596011789801994827952706
Glossip v. Gross,Convicting the Innocent: Where Criminal Prosecutions Go Wrong,00001_5,170927495971351272174553955010922153348525266649251995509696057559282045851595599764029297252456034728857563582343266402422241020718245446252071565642038501358702366860279651459293511
Glossip v. Gross,"Iraq, and Saudi Arabia. Amnesty International, Death Sentences and Executions 2013",00001_5,3812894956440118201837543485174007469152161082365459061147683482634401895042315070909116684590307983232351776260568105858497420911941737476326271540104330806003152026588255388636532783118797002091201899422239994368637421056585
Glossip v. Gross,"Justice Lewis F. Powell, Jr.",00001_5,1476158119096134996845452670602300234772006683061779958661413680719987775078093347120846838731589598733642
Glossip v. Gross,Exonerations in 2014,00001_5,343825342621272580350875457430728919918979016847355971109815966525195965609986047814488994838597
Glossip v. Gross,Pennsylvania,00001_5,1111384154322262258990147270454826927052299569088649089036547551883118
Glossip v. Gross,Oregon,00001_5,3947681398624514590840412677046071526577173232575541102
Glossip v. Gross,North Carolina,00001_5,72814723111704154480850506646192995676603020325385511303608364792513785710
Glossip v. Gross,New Hampshire,00001_5,284433253041914349654204221732192729292657158497227761920406549639950190
Glossip v. Gross,Nevada,00001_5,3947294049332005692013864043357479856978555503055433582
Glossip v. Gross,Montana,00001_5,1010507276628993457168841435215789412430815875917995274094
Glossip v. Gross,Kansas,00001_5,3947304331202083224461208045966948081460511378662977390
Glossip v. Gross,Colorado,00001_5,258715248140256188308678557171861001339038665785506736861038
Glossip v. Gross,California,00001_5,16953498849576375093398029282808097764665320513893677136097537902
Glossip v. Gross,ABA Standards for Criminal Justice: Treatment of Prisoners,00001_5,667685531138090909634680063543745037580474179021157824684128626217488110614613784435498863744129534911976578695146619735712208565576931383203584048200298933035718902339182402695022
Glossip v. Gross,Report and Recommendations on the Administration of the Death Penalty in California,00001_5,2772409612294745510554935948336224795920809408434238948793632984673455190927177275112937520415075671314102725334279078646582513906527543274395424676136357236743299005925992725560937359254445711168401694200560289809889620005608499904305545672567839206967606038030865546711022578017904626751074739164857032176812834549578044228433260784559918286409242252359262531
Glossip v. Gross,A Wild Justice: The Death and Resurrection of Capital Punishment in America,00001_5,485391741571549655901294374218951348939685645912099510385238856603621569717828491157937386658730964306917949445037030807373469448985161730465732523448086361630939253336523110156828760832944968444848869736152311781178489226281881207540853836998095767689838254078408990952509807762805990446616487794024738361706640467
Glossip v. Gross,"Guardian, May",00001_5,975823135506686715480633349829619424443166358319890537668251674694132438053946962920388536293191036630179374682142441500387996298314092395575561183468633668863376973956745858128930759249372935467466166018964361514237919700656201
Glossip v. Gross,Uses and Abuses of Empirical Evidence in the Death Penalty Debate,00001_5,734406202517451061432670210717793116436540577742495524252140673590917974620552157496034982916629152355748248038053756717653542382048459409286774935813055540329998726299600105482493613203943236
Glossip v. Gross,Deterrence and the Death Penalty: The Views of the Experts,00001_5,10192933675943355295415674038269037128857874326463339118427188706634730005152343857234290946536956750664199369633478793403874895152522762181208768331822581958238109253725610322
Glossip v. Gross,Capital Punishment and Deterrence: Examining the Effect of Executions on Murder in Texas,00001_5,4611705851367863374715691074661881295544649730807568807103342976574147895053166258779435728925513170943090829447625457260060691373806020675698349767854397314612246472497931830916783744234404770226455887678745745514594515180751235017691369457249840979
Glossip v. Gross,"Volunteering for Execution: Competency, Voluntariness and the Propriety of Third Party Intervention",00001_5,5572038445349149212519478651111376595498776543232566762955744089501187682648482089061043499286982666888411301942913604076379445845608085926967661102928991797254756033023779803786875960957066898206438308997885010874527233464217162462337018224775131533762572930262226806404179
Glossip v. Gross,"Volunteers for Execution: Directions for Further Research into Grief, Culpability, and Legal Struct",00001_5,1426573368782841506487020238654045571272883609000940742972610269760318865190019300815824143551667108198013064882287361178113278729504028399977994925473211742124827696305391290187940751068680327131889377216673980696187562493722906359914563452271839613808154805943768647707488082
Glossip v. Gross,Psychiatric Effects of Solitary Confinement,00001_5,1963081051674885095784364500894753164790207722080245429096490573713923027631841292266763084518212896918429082672783225905727728172135398601287
Glossip v. Gross,The Supreme Court and the Politics of Death,00001_5,117030930107934739505953011540977232618390071466883088330644268255343205164754145236874316440854310675876758125187289514735678406618451
Glossip v. Gross,The Racial Geography of the Federal Death Penalty,00001_5,32916316532485087801325845274241928074019558530711009149839519970176126804036841093279050061242372866620760172359707031902114287619910264086627643203
Glossip v. Gross,Counsel for the Poor: The Death Sentence Not for the Worst Crime but for the Worst Lawyer,00001_5,18005940923431630088042679498815391663213794522655355936509297556972145906347986840918500242810502513107175780848267200479278911856465448490034170294519039681790205269912090045135227501386049942177518459091220864799080023725687604307817820309779010
Glossip v. Gross,"Death Eligibility in Colorado: Many Are Called, Few Are Chosen",00001_5,43765737999803687765279744688598627881614048668161682330355727494204389521256521886585518674116966191172825433843002205652519030224409617670199090538868124555365262295369916415567094093
Glossip v. Gross,A Broken System: The Persistent Patterns of Reversals of Death Sentences in the United States,00001_5,77334668643312154181494838732697127777387782063402376060869769563527026147874591389997365766002503220248619463143457788258078866819187701191747853450437930933745412878130756269979801921562939551093476934261830733376121466595628195533854221970808901208925511
Glossip v. Gross,Innocents Convicted: An Empirically Justified Factual Wrongful Conviction Rate,00001_5,3813977965793282867795332014605199383482613533104695779403728576532207626137096155777419715599643278503611004187283291377483136801567832774184910107449953774417292150990383226305754367302026177051407773320371659523546372335954
Glossip v. Gross,Rate of False Conviction of Criminal Defendants Who Are Sentenced to Death,00001_5,52914547138961907510849748350613657760302454401223074725650902645463761893997116070069777544084720416821924526816088267690698273020887811431955178406789640273729576501286092617094562743661530450461482581324354
Hartland Cites,Reading Law,000_1,258591878883378214178360390248051868887073233331856013878099
